keywords,User,Time,Favorite count,retweets,Text
Cyberspace Building Crew,Lady_Ada_King,2018/5/21 12:05,11,3,Ahh I love this patch from this kick starter!! Space themed patches for Web Devs!! https://t.co/W8Mza6J48e https://t.co/F1Xbm43Hkg
X-Cuties Enamel Pin Series,lgbtkenobi,2018/5/9 18:08,6,1,I just backed X-Cuties Enamel Pin Series on @Kickstarter https://t.co/lKJ4AfZTQs
CollapseAndGo,mabelhood,2018/5/8 16:11,1,4,We've teamed up with @CollapseAndGo to give a something to one winner PLUS a teacher you nominate! Check it out her https://t.co/nXmzYb47wI
Tiny Dragon Stuffed Animals,MacwolfP,2018/5/29 17:23,1,1,Our good friends at Whimsical Whiskers have adorable Tiny Dragons up on Kickstarter right now!  Check it out and ad https://t.co/6dVjnOlPU8
Vikory,MaeSimkin,2018/5/30 18:22,2,1,I just backed Vikory: The First Drumsticks Combining Quality With Style on @Kickstarter @vikorysticks https://t.co/W3yQk63NLZ
The Cone and The Corr Lounge,Maree71439592,2018/5/15 17:42,2,2,Check out The Cone and The Corr Lounge by WISKI | Scratch Beautifully by WISKI on @Kickstarter https://t.co/FhtkWYtMV0
Abram Games,MarthaHalfordPR,2018/5/18 15:01,1,1,"On the subject of Abram Games, a #book is just out, based on his world-famous design of Shakespeare. Don't miss the https://t.co/7LBgzhGVjs"
Zorilita Anniversary Limited Edition Enamel Pins,Mary_Bellamy,2018/5/15 14:39,1,1,Before the Kickstarter is over! Not sure we'll get the wand but you  never know!  https://t.co/MKgC3fwpBy https://t.co/EyESXgWTgg
Hair Affairs  A Tool for Whimsical Minds,mindsparklemag,2018/5/25 12:00,1,1,"Hair Affairs by Helge Simon https://t.co/iydogj60mV
Kickstarter: https://t.co/gYLTsrUzGy https://t.co/rSOJ4DLash"
The Perfection Pillow,MJLBlogger,2018/5/28 20:13,0,2,You have the chance to #win the incredible Perfection Pillow from reflexpillow worth £57! Get the best night's slee https://t.co/Mwud0dzkOO
Customized Greeting Card,Mnawrah,2018/5/27 21:16,3,1,Create your own customized greeting card using Mnawrah application. Simple and easy to use URL: https://t.co/sqQQvnVDTr
CLRCASE,Modernvinyl,2018/5/18 14:36,12,6,"CLRCASE offers another vinyl display option
https://t.co/iEKwbUmBwK https://t.co/nN4BwKUH6x"
Revos,MoneyMistress69,2018/5/27 16:57,1,2,Today I received 2 tributes of My slaves #peter and #revos because of the Formula 1 races. Thanks #paypigs. You kno https://t.co/SqVut4N9cW
Expecto Patronum!,Moshology,2018/5/29 6:42,7,2,tryna expecto patronum in ur coochie
Abram Games,MPRG_Victoria,2018/5/22 6:29,1,1,"Abram Games 1941 British recruitment poster Join the ATS, yielded heavy criticism for the depiction of an overtl https://t.co/JpbN7WF3eL"
Andymation's Flipbook Kit,mrdavidfilm,2018/5/16 21:57,0,1,Andymation's Flipbook Kit is popular on @Kickstarter! https://t.co/fbjUSgaYFp
Cold Brew on Tap 2.0,MrShortFry,2018/5/7 16:25,2,1,So it's time for an upgrade. I just backed the @willoweverett_ Cold Brew on Tap 2.0 on @kickstarter. Looks like a m https://t.co/8cwib0x3o2
quaver,Mustang_Chorale,2018/6/4 14:16,12,3,"Early morning music, movement, and learning with Quaver! #MusicEdMatters @QuaverMusic @MahanayMusic @aliefFineArts https://t.co/sH7Yvoz7qG"
Stackable BBQ & Cooking Pans,MyTopKS,2018/5/11 15:53,4,4,"Stackable BBQ &amp; Cooking Pans - Smoke Staxx. Now available in Funded Today's Cashback Network!

Join NOW to get 10% https://t.co/xAPk0Qv5Ry"
Ibora,NaijaHitsFM,2018/6/3 19:19,2,1,#NowPlaying Aso Ibora by Styl Plus @Styl_Plus #TuneIn #WePlayNaijaHits #NaijaHitsFM https://t.co/hAEOID286t
Firefly,nancyjcohen,2018/5/29 7:58,0,2,Fans of @NathanFillion and #Firefly are sure to enjoy this futuristic romantic fantasy. SILVER SERENADE #romance https://t.co/p9SKHs6rxQ
The Nomad Grill,neanderthalTT,2018/5/13 18:24,1,1,"The Nomad Grill is a portable charcoal/wood grill that folds flat into a travel bag, allowing you to bring it with https://t.co/jeTyk7RmbJ"
Zorilita Anniversary Limited Edition Enamel Pins,NeilaK20,2018/5/13 0:57,0,1,Just 4 days left to back @Zorilita's kickstarter to make some cool and cute enamel pins! https://t.co/2L1WFTRpkn
Xpand Quick Release Lacing System,norm,2018/5/18 0:07,41,4,"If you prefer round laces, you can grab a pair from here: https://t.co/vEjPfOGddK"
A versatile magnetic clip with 22 features,notesinabook,2018/5/14 7:52,0,1,A versatile magnetic clip with 22 features | Penclip Type-B https://t.co/BHn64JQZsI #kickstarter #Kickstarterfinds https://t.co/vND0eV0BDn
LEGO® Card Catalog and Book Drop Kits for Library Folks,OkleMiller,2018/5/25 20:19,1,1,I just backed LEGO® Card Catalog and Book Drop Kits for Library Folks on @Kickstarter https://t.co/xw7Rse8eZ0
Prometheus Writes,OlamicCutlery,2018/5/16 20:26,3,1,Prometheus Writes: Alpha Bamboo Fountain Pen on @Kickstarter https://t.co/tTFKcZfXJl
Revos,oli_woodman,2018/5/27 9:10,1,2,Glad to see the @RevosEbike is nearly 100% funded despite a full 21 days to go https://t.co/WguAFaFCK3
ORLY Bed,OrlyBed,2018/5/11 17:25,0,1,"Sring Sale!
Get 25% off
https://t.co/a7SEhKsNpJ
#sheets #orlybed #ecoresponsible #birch #birchsheets #supimacotton https://t.co/79LpL9aSZx"
Cyberspace Building Crew,palettegear,2018/5/9 21:33,1,1,Did we mention it's so much fun to have users in the creative space? Check out @mariejulien's very cool https://t.co/Upiar9lTQg
Pico U. Brew Everything.,picobrewbeer,2018/5/22 18:00,4,3,"Stretch Goal Alert
We've got something steamy for Pico U backers. If we reach a stretch goal of $500K on https://t.co/Jt7OpOLwtW"
The new inflatable Zen Float Tank,PrettyPickleBRC,2018/5/24 11:43,2,1,"This would be a nice camp app

https://t.co/FzCA0iNcvy https://t.co/FzCA0iNcvy"
Slinger,ProductionsW7,2018/6/5 3:47,2,1,"One final update coming at 11:30pm....there is still time for someone to make a move....
SLINGER $1,225
BROOKFIELD https://t.co/zealeYeKX4"
The Best Toiletry Bag For Traveling,RainSage,2018/5/13 19:17,0,1,I just backed The Best Toiletry Bag For #Traveling - The Expeditioner on #Kickstarter https://t.co/fjteNSxqXP https://t.co/3Z7bwaToki
Rollux,raymondsuze,2018/5/15 4:23,0,1,Consultez le projet Rollux: The Most Versatile 2-in-1 Suitcase Around par ROLLUX sur @Kickstarter https://t.co/SKeJn9jRcS
Renzo,re_v1k,2018/5/29 8:06,0,1,"Renzo, talking about her nails: slowly but surely, they are getting harder
like MY DICK
me: [slowly tries to move a https://t.co/4IYza8VloT"
Travel Wallets Vanacci,ReAdverts,2018/6/2 11:15,2,1,"The Vanacci Traveller Wallet - Minimalist style, Fully customizable, seriously safe wallets made for traveling the https://t.co/derM8uOAiB"
The Perfection Pillow,ReflexPillow,2018/5/22 9:18,0,1,.@BelfastHourNI Hello #BelfastHour Looking forward to popping in on Thurs to tell you all our our brand new pillow https://t.co/o9Z1dNTcrB
Parásole,residentadvisor,2018/5/28 0:50,14,2,Anthony Parasole hands over to Steve Bicknell on the RA Underground Stage at Movement  https://t.co/DKq4exUbTr
Pico U. Brew Everything.,RichGetz,2018/5/21 13:05,1,1,"I just backed Pico U. Brew Everything from @picobrewbeer on @Kickstarter https://t.co/4xYuW4WEJ5 

I was 90% ready https://t.co/mGFvN5hyI4"
