keywords,User,Time,Favorite count,retweets,Text
In Search of Sisu,abcxyz_jp,2018/5/8 13:12,3,1,"#Kickstarter #crowdfunding #Finnish #sisu
In Search of Sisu https://t.co/1nzLJZRRlA"
"New Corp Order, a tabletop game about Marketing&Manipulation",aboardgamelife,2018/5/21 18:06,5,1,"I just backed New Corp Order, a tabletop game about Marketing &amp; Manipulation on @Kickstarter https://t.co/TALDSCHN94 #boardgames"
UP AI Edge,AccelerateMeCo,2018/6/4 13:00,6,2,"aiPatient revolutionises medical education by utilising the cutting edge in AI technologies.

Sign up for https://t.co/sznBU4xz6S"
The First Handheld Sound Camera for Everyone,Acoustic_Camera,2018/5/18 13:36,3,2,Last days for #SOUNDCAM on #Kickstarter. We've already reached 150.000  (&gt;175.000$) and there are still units with https://t.co/ZUDOjY1vrj
VR Puppet Murder Mystery,ActionZacku,2018/5/25 17:53,1,3,"My extremely creative and talented pal @erinf is creating this amazing puppet experience in VR, and it's very very https://t.co/Aw6HcECAIv"
QooCam,AD360eu,2018/5/14 12:14,0,1,"QooCam Is Kandao Technologys New 4K 360-Degree Camera, Already Funded On Kickstarter https://t.co/w3LQ48Nbyi #kickstarter"
Doomsday Bots,adversitygames,2018/6/3 10:48,3,2,"A cool find at #ukge2018, Doomsday bots by @digispritedev is on @kickstarter now and fully funded. Make the best https://t.co/m2hPXWD1C0"
The Agora Letters,AECoker,2018/5/15 8:57,32,4,Students said they weren't confident with Greek capital letters... so today we're transcribing an inscription from https://t.co/PSN7bo9MWT
Souls of the sea,afterallmylove,2018/6/5 4:27,9,3,"""Love one another, but not make
not a bond of love; let it rather be
a moving sea between the shores
of your souls. https://t.co/qO3SBW740W"
A Book for Kids about Improv for Life,AgileFaye,2018/5/14 19:16,1,2,"Hey, Improvisers! If you've got little people in  your life &amp; want to introduce them to the creativity &amp; collaborat https://t.co/aYBBSKQf24"
Savage Impressions,ahrcletterpress,2018/5/15 6:36,4,5,Kickstarter to fund book on Bruce Licher and the Independent Project Press(via @RedPlatePress): just 5k needed to r https://t.co/phwzi66WCO
Bi-frost and Pride Valkyrie Pins,akasha111182,2018/6/4 14:43,3,1,Did I back these? How is this even a question. Of course I backed these: Bi-frost and Pride Valkyrie Pins https://t.co/1Tq8Ny7pBu #Pride2018
MORE Cool Dice Bags,alanbahr,2018/5/26 1:15,8,2,"My friends at Black Oak Workshop have a new dice bag Kickstarter up!

https://t.co/gspaQEOPA9"
Ember Goods Storefront,alaskangeles,2018/5/10 4:49,36,4,My friends are Kick-starting their new business!! Go check it out and donate for some awesome perks!!! 7 days left! https://t.co/J7INT3hCIS
Cubeamajigs,AlexisJanson,2018/5/19 20:12,15,1,Ooooooooooooh boy it's cubeamajigs from @cardamajigs I don't have time to give these a full test and review right https://t.co/rqZlW4OYcN
A World Of Wisdom,alisongilbert,2018/5/16 2:28,3,1,So lucky to call a @MaxieMcCoy a friend. So excited more of the world gets a dose of her wisdom and inspiration. Yo https://t.co/rCHFhBRBNT
Sanity Line,alissakmclean,2018/6/4 21:46,6,4,"@byrdinator This is right in line with the kind of human @tedcruz is. He humiliates himself, his state, and the cou https://t.co/uuJ5L3wrJB"
Alizeti 300C,Alizetibikes,2018/5/14 16:17,1,1,"Stop waiting to make a #change that is great for your #MindBodySpirit, and the #environment. #Repurpose your #bike https://t.co/uJWTRSVbYy"
Itchy Monkey,AllanKirkeby,2018/5/29 22:28,6,4,"Itchy Monkey, a game with a wacky theme, endless variations, full 2-4 player support, and it's language independent https://t.co/L6zEO7SPUc"
Firecricket XL,AllArduino,2018/5/16 18:37,1,1,"#arduino https://t.co/wPrO0Aoo5d Firecricket XL - Arduino Zero compatible with built in MicroSD, audio amplifier, 5 https://t.co/EC53pcbiIp"
Slickerdrips,alleycatgames,2018/5/30 7:33,6,1,"Slickerdrips - Year 3!

 https://t.co/LodYcJqhP4, via Kickstarter"
Dungeonrunner,AlphaMecha,2018/5/15 1:30,4,3,Dungeonrunner:  Solitaire Fantasy Card  Game  800% of goal and new stretch  goals had to be added! https://t.co/qsDAXasYPD
Lost Worlds poster map,alpoma,2018/6/4 10:30,2,2,"Lost Worlds: an amazing fantasy map of lost continents, phantom islands and mythical creatures https://t.co/DY1prEGjfK"
Ladies of the Months Coloring Book by Angela R. Sasser,amandamakepeace,2018/5/26 14:46,3,1,Only 4 days left!! Ladies of the Months Coloring Book by Angela R. Sasser on @Kickstarter https://t.co/h7eIeLuIpv #art #coloring #book
Oh My! How We're Different,amandarivkin,2018/5/15 22:10,2,1,Oh its spot on. Thanks Uday @DonaldJTrumpJr for bringing my attention to it! Spot on depiction. Now we all know ho https://t.co/JexsnCQPDQ
DIG (Second Edition) & DIG,amangrovetree,2018/5/22 11:34,3,2,"Last hours to back DIG and DIG: Dragon! on kickstarter!
6 Stretch Goals unlocked including the addition of a 5th pl https://t.co/QhYhXT9XNT"
BEDCHILL,AmberNLyon,2018/5/31 3:37,2,2,"This is a sick @kickstarter project. #Bedchill

https://t.co/ql0awh3eBO"
The Future of Books is Female,andevers,2018/5/28 22:57,20,4,"I don't know it, know it, but I truly believe there is someone out there who wants me to build them a 200-book libr https://t.co/fwSd3oijgE"
The Visual Facilitation Field Guide,Andi_Roberts,2018/5/20 17:17,7,7,"Calling any leader, manager, coach, trainer OR facilitator - This resource should be on your bookshelf: The Visual https://t.co/lTSvKg4oqi"
Kegtron,Androidheadline,2018/5/10 22:52,6,2,Kegtron Is A Smart Keg Monitor That Helps Keep The Beer Flowing https://t.co/7RwZtrL4ep https://t.co/kaFkDHr8lt
52 Essential Conversations,andyr20,2018/5/18 19:37,4,1,Check out this new game focused on starting and building discussions around #SEL #DEI and critical thinking in the https://t.co/m2hWUwhTdj
99 Bitcoins and an Elephant,AndyXJenkins,2018/5/21 8:25,0,1,I just backed 99 Bitcoins and an Elephant: Sci-fi for young girls and boys on @Kickstarter https://t.co/thh2jxs9bg https://t.co/juuuUap8vA
SpeechifyApp,angelaefox,2018/5/11 1:02,0,1,#Technology is helping #dyslexic learners feel empowered with apps like @SpeechifyApp. Great to see new tools that https://t.co/7vdtrN49c1
Annabelle & Aiden,AnnabelleNAiden,2018/5/15 22:16,0,1,.@A2ZHomeschool We think you'll dig our science-based children's picture book series; our newest title https://t.co/3eV2ZnBJUT
In Strange Daylight,AnotherIdolBot,2018/5/21 7:30,23,3,"abe nana, white rabbit
artist: kara

https://t.co/Xf9R6qfcvw
an idea took shape in my mind which no one had ever th https://t.co/khKPbmDc1X"
Abram Games,AntikBar,2018/5/25 14:58,3,2,"""Abram Games - The Shakespeare Project"" We've just sponsored this Kickstarter campaign featuring an unfinished proj https://t.co/ja10ZvjSCi"
Tricky Tides,AppUnwrapper,2018/5/11 16:30,3,1,Tiny Bubbles: Tricky Tides Walkthrough ALL LEVELS &amp; iOS iPad Gameplay (by Pine Street Codeworks): https://t.co/1rLc3iR2ri via
Villages of Valeria,AreaGamesFC,2018/5/12 17:13,2,1,"Area Games 11/05/2018: Dragon's Gold,  Villages of Valeria, Viceroy, Race for the galaxy. #TabletopGaming https://t.co/zpGMCnEgCd"
Vikingr,ArionGames,2018/6/4 9:49,2,2,Vikingr RPG Kickstarter has just six days left... https://t.co/vAeh3j8FsV
Fidgi Pen 2.0,Art6561,2018/5/30 18:09,0,1,Fidgi Pen 2.0 is popular on @Kickstarter! https://t.co/Y1oiz3YUsv
Visions of Whence,ArtByEmilyHare,2018/6/3 12:09,21,1,I just backed Visions of Whence on @Kickstarter https://t.co/oarkeV5sXZ It's SO SO beautiful!
Ladies of the Months Coloring Book by Angela R. Sasser,artbyRena,2018/5/21 23:43,1,1,"Ladies of the Months Coloring Book by Angela R. Sasser, via @Kickstarter https://t.co/e2COW1JG5n"
CLRCASE,artofrecords,2018/5/10 19:48,4,2,CLRCASE has been awarded the project we love badge by @kickstarter! Thanks to the #vinyl community for all of the https://t.co/IDdkC1VSK9
SuperEmoFriends,asadayaz,2018/5/10 3:09,2,1,Nice job @SuperEmoFriends https://t.co/pNgeOiupaz
Creatures of Vathis,ashessocks,2018/5/27 16:18,4,1,I had the opportunity to chat with Dave from Nerdarchy about Creatures of Vathis! Thank you for adding us to this l https://t.co/ESyqfb8cJN
Japanese Mythos Enamel Pins,AskSweetCream,2018/5/18 16:20,2,1,"Kappa unlocked yesterday! A little under halfway to Kasa-Obake (Umbrella Demon)
https://t.co/DlXhDFUIIw https://t.co/CsODUpindC"
Monster Grrrls,astralruby,2018/5/25 18:42,3,2,"Monster Grrrls!!! Enamel Pins

 https://t.co/akHRVDXicn, via Kickstarter"
The Visual Facilitation Field Guide,atassani,2018/5/24 10:11,6,1,"You can still back ""The Visual Facilitation Field Guide"" book, with content from @loosetooth and @rohdesign, among https://t.co/JopAa6TutN"
Table Top AR,athomas_tr,2018/6/1 21:46,6,2,"Please support this @kickstarter project coming from @StartupAggies
Check out Table Top AR by STAG: Southern Trans- https://t.co/SaPhG2lhVg"
EOS 10 Season Three,AtriusEndures,2018/5/10 18:31,5,1,"Is this the real life @its_eos10?  EOS10 Kickstarter for... SEASON 3!?!?!

https://t.co/nBEMXaYIDS"
eufy EverCam,AudiMidtown,2018/5/26 15:35,0,1,"A @KickStarter you might want to get behind: EverCam, a wireless security camera with a 365-day battery life  https://t.co/jLQzeR1W8z"
VinyL Display,AutographItNow,2018/6/4 10:30,0,1,Framed Vinyl Cover (Spies Like Us) Display Signed by @PaulMcCartney ... #thebeatles #musicmonday #signedmemorabilia https://t.co/XZ0tCvk5fJ
Arcane Scrollworks 2,Awesome8sRPG,2018/5/18 15:16,3,1,"RPG Crowdfunding News 096: Arcane Scrollworks 2,Savage Worlds Sovereign Stone, HeroBook, Archives of the Sky, Child https://t.co/UNdif3lMXr"
I Am The Fourth Wall,azazel_42,2018/5/16 2:02,1,1,I just backed I Am The Fourth Wall - Asymmetrical Cthulhu Horror Card Game on @Kickstarter https://t.co/XURojlh9Sl
Timeshift,B_Crilly,2018/5/28 17:05,8,4,Like time travel stories? TIMESHIFT: TALES OF TIME from editor Eric S Fomley is on Kickstarter right now! Features https://t.co/5ZhmvOzCxB
Rotio Compass,BackerClub,2018/5/10 19:44,1,1,"Don't miss out on the Rotio Compass, last few days to pledge. Plus new reward options now available. https://t.co/0DiCcZvi06"
GNARBOX 2.0 SSD,BackerGuru,2018/5/27 20:35,1,1,GNARBOX 2.0 SSDRugged backup device for your camera. The most powerful portable workflow solution for photographer https://t.co/HJvWygxFXM
MourneQuest,BackspindleGame,2018/5/22 7:45,0,1,Good morning! You can order me here https://t.co/jMolUnWLzf #heroine #Geek #chibi MourneQuest #irish #leprechaun https://t.co/yczGL8qo1O
Reissuing Isaac Newtons Opticks,BadAstronomer,2018/5/31 20:18,28,3,"Yeah, this parts cool too. A replica of Newtons work notebook! 

https://t.co/jYTncDIl13 https://t.co/gCLAhTntFi"
UDOO BOLT,balio85,2018/6/4 8:48,5,3,The unbelievable AMD Ryzen-based Maker Board is LIVE on Kickstarter. Hurry up and get your UDOO BOLT NOW! https://t.co/gh6fCOP9vE
Edge of History,Bayo1000,2018/5/22 9:25,2,1,"Sanding @ D Edge of History.
Pics of Osun pp, Monday, shows feeling, yet @191 days 2 end govt. @raufaregbesola https://t.co/BxtiY8FZzN"
GoSave,BBStartups,2018/5/7 10:47,0,1,GoSave via @gaminggadgetsde https://t.co/whHHIHE0a0
Crisis at Steamfall,BDGTom,2018/5/14 15:02,6,2,"Crisis at Steamfall Kickstarter campaign is now live!
https://t.co/KiwD6xKhKc"
Anno Domini 1666,beastsofwar,2018/5/15 16:00,2,1,We delve into the new project by #WargamerGamesStudio and talk to them about #AnnoDomini1666 - a fantastic Fantasy/ https://t.co/cEQ1EuPWf2
We Shall Be Monsters,Beatrice_Elaine,2018/6/3 21:40,5,3,We Shall Be Monsters https://t.co/6KotW7gDSe
Pico U. Brew Everything.,BecomingSchultz,2018/5/21 14:30,1,1,PicoBrew - New Pico U. Brew Beyond Craft Beer | Trendy Gadget Review - https://t.co/RG7wfZCGSw via @trendygadgetrev
Jaws of Extinction [Reboot],behindtheindies,2018/5/16 20:12,5,3,"""Jaws of Extinction"" is currently on #Kickstarter! You should probably head over and make a pledge. https://t.co/8Udch8fBsF"
Dice Bag,BeholderStudios,2018/6/4 22:34,1,1,"!giveaway for a dice tower and dice bag of my own design. to be entered into the raffle, join my stream this week a https://t.co/jpDPyqFaX7"
Castle von Loghan,bennetbieck,2018/5/21 7:10,2,3,To all #boardgame and #tabletop #fans: have a look at this #Amazing #Kickstarter #campaign ! A new #experience of https://t.co/Z38JIFH9Ih
HowUdish,BestAppAwards,2018/5/28 22:46,1,1,A special thank you to one of our most recent app nominees @howudish for submitting their #app in our best new mobi https://t.co/zL1c3yTtOV
Open Portals Playing Cards,BestCrowdFundng,2018/5/24 19:14,0,1,#Kickstarter Open Portals Playing Cards by James R. Eads: https://t.co/Z3PRcwdHSa https://t.co/WkdHWekrnQ
One Week Ultimate Werewolf,bestplayco,2018/5/15 11:06,3,1,. @beziergames has mixed Werewolf with Castles of Mad King Ludwig. A crazy weird combo we are very curious to try o https://t.co/ODZME6RWpB
Dark Naga,BettaGamesHQ,2018/6/1 23:44,3,1,"I just backed Dark Naga - Carcosa for 5th Edition on @Kickstarter https://t.co/sKjnCGyJRi
#kickstarter #dnd #RPG"
OrcQuest WarPath,BG_Heaven,2018/5/17 10:35,9,11,Check out this amazing cooperative new boardgame by @MazeGamesFR on @Kickstarter called #OrcQuestWarpath https://t.co/2e3iuQwGOI
BoardGames with Niramas 2018,BgwNiramas,2018/6/2 21:28,2,1,201% Funded! And the third Stretch Goal unlocked! :) So ALL backers get a ticket to the after Essen Excklusive Give https://t.co/ZRL5JxVBkO
TALES OF THE NORTHLANDS,BigBadLex,2018/5/28 9:37,10,3,The Family &amp; Solo rules for Tales of the Northlands are now uploaded onto BGG ;https://t.co/pjs2O4pTbu  Special tha https://t.co/DSYqyuTTHf
Tinkamo,bigdaddyj,2018/5/27 13:16,0,1,"Servo is a unique block provided only with #Tinkamo Play &amp; Tinker Kit. Steer a car, wriggle like a caterpillar or m https://t.co/uAFLDvOms7"
Reign of Cthulhu,Bigdoglove630,2018/5/22 0:57,4,1,"THIS Game is Going To Be Awesomely Cthulhu Amazing, Reign Of Cthulhu, it's on Kickstarter NOW, I Just Pledged, Did https://t.co/uYN3NyzpUX"
Aeroe BikePack,bikepackingcom,2018/6/1 11:30,9,2,NEWS: The Aeroe BikePack just launched on Kickstarter along with a new video showing these unique packs and mountin https://t.co/QdJjPZ479S
Revos,bikeradar,2018/5/22 6:49,5,1,Bolt-on e-bike conversion from Bristol https://t.co/JES1wPL78S
"Gender, Archives, Advocacy",birdnfox,2018/5/31 20:55,3,2,"Hey friends, I just backed what I consider a very worthy initiative: 'Gender, Archives, Advocacy: Research Essay by https://t.co/5IMb39UY8C"
"A Maker Faire for Providence, RI",bjepson,2018/6/1 19:31,6,2,"The @pvdmakerfaire #Kickstarter campaign has only $179 to go! It's all-or-nothing funding, so every little bit help https://t.co/aquiahvZXG"
Rage Create,bjmgraphics,2018/5/22 12:06,1,1,Companies are people too and customers are not always right. Mob rage at a company is a terrible way to honor disab https://t.co/yTVrhbDvxp
The Ultimate Clap Back,blasianFMA,2018/5/28 20:22,3,3,Trying to raise 376 more dollars for @ClapBackGame's kickstarter. 2 days left. They won't get any of the money if t https://t.co/hAjJdJ3e0n
Ratmen Temple,blogsNcoffee,2018/6/4 10:13,1,1,"4 All-Ages Games Kickstarters You Should Back  No Thank You, Evil!, Scales &amp; Tales, Ratmen Temple, and Fetch Quest https://t.co/noaD1V9LLb"
The Bandicoot Headlamp,BloomWatcher,2018/5/14 5:01,0,1,The Bandicoot Headlamp exceeded 100K$ on day 4  #Kickstarter https://t.co/apxQ7fXBY1 https://t.co/GgfXsOy4NP
The Orphic Hymns Grimoire,Blueflamemagick,2018/5/28 4:04,7,3,A friend of mine is doing a new set of translations for the Orphic Hymn Grimoire. https://t.co/EFhHOGUDyZ It looks https://t.co/8oKNOzqfYO
FITT Cube,Bluehenbins,2018/5/17 18:41,0,1,Check out FITT Cube - The new shape of fitness by Josh Hume on @Kickstarter https://t.co/fZqqT3LLcN
The Lemonade Wars,BluffCreekElem,2018/5/17 14:25,8,1,"Mrs Swensons  3rd graders read, discuss and reflect on The Lemonade Wars while preparing for BCEs Global Chariti https://t.co/u8FkFjFsd8"
Tiny Ninjas,BoardCrazyGames,2018/5/29 1:05,3,1,It was a ton of fun writing about May's top Kickstarter #boardgames. Whether it's the Crusader Kings adaptation or https://t.co/VugvJs8TCi
"New Corp Order, a tabletop game about Marketing&Manipulation",Boardgame_girl1,2018/5/22 0:53,12,2,"Excited to be live-streaming a play through of New Corp Order, a tabletop game about Marketing&amp;Manipulation with https://t.co/OVenAzXpzi"
Crusader Kings The Board Game,BoardGameAcad,2018/5/27 4:00,0,1,Check out  The Crusader Kings board game brings the medieval soap opera to your tabletop https://t.co/E5LSOxsq4h #boardgames #tabletop
Tricky Tides,BoardGameChick,2018/5/25 0:38,1,1,Somehow just found out about this game..  So glad I caught it before the campaign ended. It looks great! I love the https://t.co/E3pWBYz0v3
ORC STABR,boardgamelinks,2018/5/10 10:14,1,1,Orc Stabr RPG Up On Kickstarter - Tabletop Gaming News https://t.co/8QUzzTrkQD
"SAMSARA, the Board Game",boardgamerev,2018/5/13 15:22,2,1,"Congratulations to Eric J Beck you are the winner of the Board Game Revolution ""Samsara"" #worldwide #community https://t.co/5yvGPPNQjS"
Kodama Duo,BoardGames_TT,2018/5/12 4:49,0,1,Kodama Duo: Kindred Spirits on Kickstarter #BoardGames https://t.co/IDiNRHnpio
Art books about Family and Unusual Unicorns,bobbychiu,2018/6/2 16:30,60,2,Unusual Unicorn sketch!! Hoping everyone is enjoying their weekend! (What would you name him?...) ~ R https://t.co/6g17MpI0JV
Return to the Hollow Earth,BoingBoing,2018/5/10 2:03,3,3,"Support @rudytheelder's Kickstarter for his new book ""Return to the Hollow Earth."" https://t.co/pHD3uAh91a https://t.co/dIsrcZm8xj"
Mr. Cabbagehead's Garden,BoldBebo,2018/5/19 21:24,7,1,You have just 11 days left to back @LudiCreations Mr. Cabbagehead's Garden! This is one of the coolest solo games I https://t.co/y11Hvc2suQ
Posthuman Saga,Bombastic_World,2018/5/22 12:37,5,1,Posthuman Saga is a project made by some Maltese friends of mine   @Kickstarter! https://t.co/UdYWiK6B8Y
Fantastic Fantasies,Booktrust,2018/5/22 12:25,2,3,"If you've been following our #WhatToReadAfter Horrid Henry chat, you might be interested in trying some of https://t.co/WGLcSwnS4r"
YA Fantasy Novel,BookTweepz,2018/6/5 3:40,0,1,"""5â­ A beautifully written fantasy story.""
""5â­ Well-written, amazing storytelling, great characters.""

  Looking fo https://t.co/MDyBFL1ylq"
Custom Hand-Painted Shoes,boredbyyou_zzz,2018/5/15 12:49,0,1,DM of your looking for a custom pair of hand painted shoes too!! I LOVE making these and would absolutely love to m https://t.co/OIu0gvDAJC
Crisis at Steamfall,bossfan2000,2018/6/5 1:18,0,1,I entered to win #CrisisAtSteamfall thanks to @BDGTom @TryRollingSolo | #BoardGames #BoardGame #SoloBoardGames https://t.co/KrTEQciHSD
RPG Book Leather Cover,bragrman,2018/5/29 10:42,1,1,This KS project has 6 days to go. Leather sleeves for your #TTRPG books - I'm looking forward to having a DnD set t https://t.co/YdDzhLee2T
Where are my shoes?,Brandon_Nocaute,2018/5/20 22:27,14,1,"Me to my 2 year old: Valerie where are your shoes?

*Put hands on hips

*Paces back and forth

*Taps chin

Valerie: I cant find it."
ORC STABR,BrawlingBros,2018/5/15 17:50,8,2,"Episode 73 is a go! Check our Castell review, talk Brook City, Omen Saga &amp; ORC STABR.  We review @BoardGameGeek top https://t.co/DrqpUnPFeW"
Sparkle*Kitty Nights,breaking_games,2018/5/22 1:34,9,3,"Sparkle*Kitty Nights Kickstarter has 10 days to go!!!!
Donate now HERE and be a part of the fun: https://t.co/wXzuIMo9tL"
Arcana League,BrianBuchanan57,2018/6/1 19:13,4,1,I just backed Arcana League on @Kickstarter! https://t.co/nHFGMeboTS
Penguin Pin ,briankesinger,2018/5/20 20:14,60,3,You guys! A real penguin is showing off my latest pin! https://t.co/4940qLvi61
Tricky Tides,BriansGotGame,2018/5/22 19:09,1,1,This week's we have a #kickstarter preview for Tricky Tides by @stevenaramini and @GoldSealGames Check it out to se https://t.co/NATQX3EDna
GNARBOX 2.0 SSD,broadfieldsales,2018/5/23 21:03,3,2,GNARBOX 2.0 SSD: new rugged backup device funded on Kickstarter https://t.co/P8t68XizYk https://t.co/4hGIPF3w3r
Cyberspace Building Crew,BrownLeatherGuy,2018/5/12 14:17,1,1,"Cyberspace Building Crew | Embroidered Patches &amp; Stickers. 
Cool embroidered patches for internet workers https://t.co/F3tJk0wdvl"
PATCH & TWEAK,BruceLevenstein,2018/5/14 21:17,5,1,"Patch &amp; Tweak

Chapter 1: Getting Started With Modular Synthesis

Before you get started with modu"
A better paper bag,bsperk02,2018/5/21 22:14,15,4,It's 2018 and we still haven't found a better way to bag up flour/sugar than the 1ply paper bag?
The Thirsty Dragon Board Games Bar and Cafe,BushidoGCT,2018/5/10 16:23,6,2,I just backed The Thirsty Dragon Board Games Bar and Cafe on @Kickstarter https://t.co/5GMlqP7EEB
Eco Travel Bags,byrnesyliam,2018/5/10 15:13,2,1,I was the first backer for this awesome @kickstarter project to make an awesome @sealandgear eco travel bag here in https://t.co/YpTqTImpwI
Bat n`Bunny Purmaid Enamel Pin Collection,c0ralsky,2018/5/26 22:24,3,1,"So I got an amazingly cute needle felted Purrmaid last year as a surprise commission from @BatnBunny, and she's now https://t.co/GH9yNKTmIR"
Abram Games,C20thPosters,2018/5/24 14:37,2,1,"This new online resource contain lots of info on poster artists and designers, including Abram Games, Hans Unger, H https://t.co/9Qp9YiPoeS"
A Pound of Kindness,C2CMovie,2018/5/11 13:50,2,2,This is just good! https://t.co/Ie7an517cp https://t.co/zNxIvLXUpB
Dessert Cuties Enamel Pins,CadeRageous,2018/5/26 19:14,29,6,"Dessert Cuties really does say it all.
https://t.co/SE1YKSX40X"
Space Cats Fight Fascism,CAFalk,2018/5/26 21:54,3,2,Share: Space Cats #Fight #FascismIs a Card #Game With a Great Name and an Even Better Mission https://t.co/4ygCi1p1MW via @io9
Final Show Publication for Book Arts Students,Caitlin_Akers,2018/5/21 14:58,3,1,We're nearly there! Back the MA Book Arts Kickstarter so we can have a beautiful catalogue to share with you all fo https://t.co/bDzJz7BvQN
Dubious Musicians,calamityware,2018/5/17 0:25,4,1,"#Music and small #plate fans, we gotcha covered! 9 days left. #monkeys #cymbals #triangle #drums #tambourine. https://t.co/ZbtCkpsguq"
Diana Wynne Jones 2019,calmgrove,2018/5/19 17:35,2,2,"Oooh, a #DianaWynneJones conference in the planning for 2019 in #Bristol! I'd love to attend that: fancy helping to https://t.co/J3mrSu0H95"
Vintage Bluetooth Speakers,CamillaGHellman,2018/6/3 12:06,1,1,#FleaMarketFind @GrandBazaarNYC Wavelength Antiques #vintage radios into bluetooth speakers av .$150+ https://t.co/pJxB8qRfhg
Visions of Whence,CandlemonkeyH,2018/6/2 21:49,1,1,"I just backed Cory Godbey's artbook ""Visions of Whence"" on @Kickstarter!  So beautiful!
 https://t.co/A0l6nehKUk"
Dream Recurrence Playing Cards,CardExperiment,2018/5/30 15:52,0,1,Dream Recurrence: Reverie playing cards is unlocked! Check out our new campaign! https://t.co/tmBuyDLz4G https://t.co/O6InmasG57
