keywords,User,Time,Favorite count,retweets,Text
A World Cup wall chart for fans with an eye for design,GiveUpArt,2018/5/21 13:55,2,1,I just backed 'A World Cup wall chart' from @studioblackburn -  for fans with an eye for design on @Kickstarter https://t.co/bVjfpkwp1F
A World Of Wisdom,OutOnTheMoors,2018/5/29 7:21,4,3,"Set sail across the Cyberian Sea and found an island of misfit minds, where Ganesha welcomed all to a world of wisdom."
A World Of Wisdom,alisongilbert,2018/5/16 2:28,3,1,So lucky to call a @MaxieMcCoy a friend. So excited more of the world gets a dose of her wisdom and inspiration. Yo https://t.co/rCHFhBRBNT
Abram Games,AntikBar,2018/5/25 14:58,3,2,"""Abram Games - The Shakespeare Project"" We've just sponsored this Kickstarter campaign featuring an unfinished proj https://t.co/ja10ZvjSCi"
Abram Games,C20thPosters,2018/5/24 14:37,2,1,"This new online resource contain lots of info on poster artists and designers, including Abram Games, Hans Unger, H https://t.co/9Qp9YiPoeS"
Abram Games,johnhalton,2018/5/26 17:48,1,1,"Picked up this postcard at @JewishMuseumLDN today. A design classic from Abram Games, who also designed the Festiva https://t.co/rqVHOJFdK7"
Abram Games,MarthaHalfordPR,2018/5/18 15:01,1,1,"On the subject of Abram Games, a #book is just out, based on his world-famous design of Shakespeare. Don't miss the https://t.co/7LBgzhGVjs"
Abram Games,MPRG_Victoria,2018/5/22 6:29,1,1,"Abram Games 1941 British recruitment poster Join the ATS, yielded heavy criticism for the depiction of an overtl https://t.co/JpbN7WF3eL"
Adorable Deadpool Chibi Sticker,MelBaka_Art,2018/5/22 17:08,0,1,"Get your own chibi Deadpool merch made by myself! Stretch goals include pink and grey variants, and Gwenpool! https://t.co/YuYhHyxY16"
Adrenalease,JFC_RU,2018/5/18 12:30,2,1,"Our alumni #JFCinnovator, Noureddin Chahrour founder of @AdrenalEase, launched the world's first adjustable https://t.co/s4kT2AoYf1"
Adventures in the Arcane,KathyHolzapfel,2018/5/21 15:52,6,3,4 days left to join this @kickstarter! Meet the creators:  @markbosswriter Adventures in the Arcane #Cthulhu Editio https://t.co/ZrTkTPYBOg
Adventures in the Arcane,Wreck_It_Ty,2018/5/19 19:47,3,1,Battling Pirates In The Updated Roblox Arcane adventures Part 2: https://t.co/D1mmIRIibg via @YouTube
AeroPod,rideupgrades,2018/5/14 20:13,2,1,"Like it or not, there's another aero revolution on the way:

https://t.co/9qPAY6tpTb"
Agents of Concordia the Roleplaying game,rpg_crunch,2018/5/17 11:01,4,4,"Looking forward to playing this. Now on Kickstarter, please back this original game. Agents of Concordia the Rolepl https://t.co/Qedk1MDHD8"
Agents of Concordia the Roleplaying game,InvisionGameCom,2018/5/9 9:20,3,3,Go and checkout Agents of Concordia the Roleplaying game now on #Kickstarter https://t.co/AF1iUo7GFY @s_strangewood https://t.co/uziAgQk4TN
AirPlus,HiqHome,2018/5/21 19:27,0,1,My thoughts on AirPlus on @ProductHunt https://t.co/Re5hi5psjK https://t.co/TSHQSqnX9y
Alizeti 300C,Alizetibikes,2018/5/14 16:17,1,1,"Stop waiting to make a #change that is great for your #MindBodySpirit, and the #environment. #Repurpose your #bike https://t.co/uJWTRSVbYy"
All American Wood Blocks,megjmont,2018/5/17 13:05,0,2,The most talented &amp; thoughtful artist I know has a project to share! Support art &amp; buy some of her work for yoursel https://t.co/f6qJiCJ8Fh
Alt-Age,RCA,2018/5/11 18:05,4,1,"To coincide with @DesignMuseum's  exhibition 'Hope to Nope: Graphics &amp; Politics 200818', Curating Contemporary Art https://t.co/SYFRyzmBg8"
AmpPack,TheNextWeb,2018/5/21 4:54,2,5,The AmpPack might be the most ambitious crossover since Infinity War https://t.co/n6lDiJNxpQ
AmpPack,mikeshouts,2018/5/10 4:05,1,1,"AmpPack Packs A Power Bank, Wireless Earbuds Into An iPhone Case #Crowdfunding #Kickstarter - https://t.co/R6rCuiybod"
Andymation's Flipbook Kit,grickle,2018/5/23 19:21,9,2,Andy's Flipbook Kickstarter is right here for anyone interested in making flipbooks! https://t.co/ZgUO0D4DK4
Andymation's Flipbook Kit,mrdavidfilm,2018/5/16 21:57,0,1,Andymation's Flipbook Kit is popular on @Kickstarter! https://t.co/fbjUSgaYFp
Angle Bag,GenesisAPS,2018/5/15 13:57,3,3,"May is flying by - Don't worry, you still have 17 days to bag yourself amazing deals using the following codes:

CO https://t.co/cXqm6rblNC"
Animantras,thejonesdavy,2018/5/19 14:32,1,1,Animantras - a cute and powerful looking Oracle - Ive backed it and only a couple of days left to back it if you w https://t.co/CFaC1wTTHs
Annabelle & Aiden,chadhayesmd,2018/5/15 16:14,4,2,"Check out the latest episode of @ParSciPod, then jump over to the @AnnabelleNAiden Kickstarter page to get a copy o https://t.co/ybOKN31eGq"
Annabelle & Aiden,AnnabelleNAiden,2018/5/15 22:16,0,1,.@A2ZHomeschool We think you'll dig our science-based children's picture book series; our newest title https://t.co/3eV2ZnBJUT
Anno Domini 1666,StudioGiraldez,2018/5/25 7:33,42,5,"Anno Domini 1666, new  boardgame! https://t.co/jcHgsHlDrx"
Anno Domini 1666,beastsofwar,2018/5/15 16:00,2,1,We delve into the new project by #WargamerGamesStudio and talk to them about #AnnoDomini1666 - a fantastic Fantasy/ https://t.co/cEQ1EuPWf2
Anthology of Mythology,dynastybeautyb,2018/5/12 3:56,4,9,Check out Mythology : The Illustrated Anthology of World Myth and Storytelling by C. Scot  https://t.co/XPmit8oKG9 https://t.co/sMEjXuHd1k
Anthology of Mythology,dwayne_illo,2018/5/22 15:07,1,1,Another of my students is (successfully) funding a project on the old @Kickstarter. Anthology of Mythology: A Colle https://t.co/gzoazF1p6G
Anxy,anxymag,2018/5/28 21:04,6,4,It's the last week of #MentalHealthAwarenessMonth! Help us spark conversations around #mentalhealth with our Get An https://t.co/pfopbA4iAg
Arcane Scrollworks 2,SKGames,2018/5/23 16:22,13,2,The Arcane Scrollworks 2 campaign has entered its final week. Don't miss out on this growing collection of hand-fin https://t.co/TFOXjxcYg2
Arcane Scrollworks 2,Awesome8sRPG,2018/5/18 15:16,3,1,"RPG Crowdfunding News 096: Arcane Scrollworks 2,Savage Worlds Sovereign Stone, HeroBook, Archives of the Sky, Child https://t.co/UNdif3lMXr"
Arcane Scrollworks 2,OnlyPlayWizards,2018/5/10 20:42,5,1,Excited for the next round of Arcane Scrolls by @SKGames  Totally love the first level scrolls I got (see them in m https://t.co/gR4Mg9AZfn
Archives of the Sky,aaronareed,2018/5/27 22:12,8,3,Had a great conversation with Doc Palindrome on The Lounge podcast talking about my storytelling game Archives of t https://t.co/2f6QLnPyNA
Arctic National Wildlife Refuge,HotTweetDeals,2018/5/22 11:06,0,1,Be a tourist at Arctic National Wildlife Refuge! Want $50 Lyft credit to get there? Use code PIP #traveller https://t.co/nXQ35AzeJM
Armadillo and Friend Enamel Pins!,Cynrtst,2018/5/28 18:06,1,1,"Armadillo and Friend Enamel Pins!

 https://t.co/p6VOgE48bB, via Kickstarter"
ARS GOETIA,Scheheradere,2018/5/22 1:43,1,1,girls who can recite the Ars Goetia 
ART TOY THING FROM A GALAXY FAR FAR AWAY,Kickfunding,2018/5/25 8:58,2,1,#Kickstarter #backersinfo #crowdfunding @crowdfundingrev @kickstarterrev ART TOY THING FROM A GALAXY FAR FAR AWAY https://t.co/eogK3iCOZW
Artifact Dice,epicgamingnight,2018/5/14 17:04,5,1,are amazing sponsor @dogmight is in the Final 24 hours of their artifact dice kick starter! Definitely check out th https://t.co/FBqLi7x6Mc
ATOS,ChambonSophie,2018/5/29 7:21,1,1,You want to know more about the #CSR engagement of @Atos? Discover the last 2017 CSR report here: https://t.co/fVo3Pl4Buo
Autowater Pro,kmnei,2018/5/8 5:06,2,1,"Brilliant!

The world first add-on touchless kitchen tap that filters water.

#KickStarter #INeedThis #OCD

https://t.co/uzhEpNSai9"
BABYLON BY BUS,WorldAReggae,2018/5/22 8:27,2,2,20 more hours to go to reach this Kickstarter Goal. Order your copy of the Babylon by Bus Book now and back this pr https://t.co/Du6me9s8bQ
BackToBasics,VBCmokola,2018/5/29 8:03,2,1,"Lets Pray...
...and Lets Play Our Part!

Dont miss the HOME COMING!
ESHCOL 2018
Back to Basics 
June 5-10, 2018 https://t.co/ApqJliEIsn"
Bad Fan Art Enamel Pins + Bees!,StadriEmblems,2018/5/8 18:07,3,1,We're really excited about this #Kickstarter campaign from @Rain_City_Items! There is still time to pledge for one https://t.co/nMKM06TaYj
Badass Sailor Senshi Enamel Pin Set,GyariSan1138,2018/5/7 16:49,2,1,@Megami33 Hi Corinne! Could you give me an RT to help spread word about my friend @MakoFufu 's Kickstarter? She's a https://t.co/sgeLeohUWO
Bat n`Bunny Purmaid Enamel Pin Collection,c0ralsky,2018/5/26 22:24,3,1,"So I got an amazingly cute needle felted Purrmaid last year as a surprise commission from @BatnBunny, and she's now https://t.co/GH9yNKTmIR"
Battle Mat Books for Fantasy and Sci-Fi Tabletop RPG Games,Gamesplus8,2018/5/13 20:18,6,2,We just backed Battle Mat Books for Fantasy and Sci-Fi Tabletop RPG Games on @Kickstarter https://t.co/RwEJQn8KLB #RPG #Maps #tabletop
BEAGLE Enamel Pin Badge,RenElleryBnT,2018/5/17 12:55,2,1,Just a few more pledges needed to hit my goal. Retweets to all your Beagle friends are really appreciated. Aroooooo https://t.co/VcbYTu9PfI
BEAGLE Enamel Pin Badge,UKBeagles,2018/5/16 20:03,1,1,Brand new on @Kickstarter: BEAGLE Enamel Pin Badge by Karen Ellery https://t.co/Gr1HWk8dv6
Beambox,HacksterPro,2018/5/17 13:07,5,1,Beambox is a powerful laser cutter that gives you a live preview of the work area: https://t.co/IUMcT94Ckz https://t.co/PvpijqsHb8
Beambox,jamiekinney,2018/5/17 14:42,0,1,"This is, by far, one of the strangest @kickstarter videos that I have ever seen.  I love it! https://t.co/IVpzVGXTfk"
Bears Want to Kill You,IMAO_,2018/5/14 17:47,7,4,There's only a couple days left to get on The Bears Want to Kill You and make sure it gets over 30k. If that doesn' https://t.co/BqHZ6BSAo7
Bears Want to Kill You,willyconquer,2018/5/15 18:53,3,2,"Only 60 hours left! Everyone needs to pledge support to this book!
Check out Bears Want to Kill You by Ethan Nicoll https://t.co/IJRDltDQhd"
Bears Want to Kill You,harryallen,2018/5/15 16:43,2,1,"TWO DAYS LEFT!! Support this @kickstarter before bears find out, because, as this graphic image shows, *Bears Want https://t.co/bqsv8lq3Nw"
"BFF!  The game of girlhood, friendship, and adventure",obfuscatingGod,2018/5/15 11:52,0,2,"I just backed BFF!  The game of girlhood, friendship, and adventure on @Kickstarter https://t.co/GVfNPygWH4"
"BFF!  The game of girlhood, friendship, and adventure",PROleary,2018/5/15 15:42,1,1,This BFF #RPG #kickstarter is so well-designed. From the campaign to the game itself. I'm a big fan of FALL OF MAGI https://t.co/w5H1vTAWIj
"BFF!  The game of girlhood, friendship, and adventure!",katyfaise,2018/5/21 20:48,8,2,"I just backed BFF!  The game of girlhood, friendship, and adventure! on @Kickstarter https://t.co/RObBKdAezC"
"BFF!  The game of girlhood, friendship, and adventure!",GeekGirlCon,2018/5/20 19:25,6,1,"BFF! The Game of Girlhood, Friendship, and Adventure is an absolutely charming game to play with your BFFs. Serious https://t.co/iDTQgv4l6S"
Bios Ex,GogenSoft,2018/5/13 19:28,2,3,"Pre-oreder Bios Ex Ori Edition Now on https://t.co/gB4Z49C5Ae   
#gamedev #kickstarter #vndev #visualnovel https://t.co/XvhYEumvnA"
Bios Ex,Indie_launchpad,2018/5/29 7:44,1,1,"Check out Bios Ex   A psychological Visual-Novel game, 90s style by @GogenSoft https://t.co/4T51gqGSg3 #indiegames https://t.co/WtpSwtYMIG"
Black Geyser,gamebanshee,2018/5/20 10:38,1,1,"Black Geyser: Couriers of Darkness Updates, $74,066 and Counting https://t.co/UXIAQYWE7H"
Black Geyser,PoeticStudio,2018/5/28 16:24,4,1,Only 2 days remaining to back Black Geyser: Couriers of Darkness by @grapeoceantech #RPG #indiegame #indiedev https://t.co/0UFjWKqGpn
BlackTales Playing cards,maxplayingcards,2018/5/25 20:23,2,1,BLACKTALES Playing Cards. A very traditional pirates - https://t.co/uHKJbUUlc7 #playingcards https://t.co/g7YPKpy8Cj
Bloc by Bloc 2nd edition,MonkeyWrenchATX,2018/5/26 20:00,6,5,"The semi-cooperative board game about urban insurrection is getting an update!

If you never played the first one, https://t.co/Tk05dylfcJ"
Bloc by Bloc 2nd edition,blocbybloc,2018/5/28 21:44,6,2,"Fully funded on Kickstarter¼ï As additional funds are raised, the quality of Bloc by Bloc will improve. Please h https://t.co/7B75dpki2g"
BoardGames with Niramas 2018,MikaelSannholm,2018/5/21 15:50,2,1,Check out BoardGames with Niramas 2018 by Boardgames with Niramas on @Kickstarter https://t.co/VBtZfS9e29
Braza Bro EDC,kuusevana,2018/5/21 1:58,0,1,I just backed Braza Bro EDC | The Must-Have Pocket &amp; Keychain Mini Tool on @backercamp #Kickstarter #startup https://t.co/TBu2SRgqE4
Brook City,Scottie_Mick,2018/5/22 4:38,1,1,Brook City - Playtest Playthrough PART 3: https://t.co/6w76PiVBsJ via @YouTube
Cafelat Robot,CoffeeGeek,2018/5/24 23:49,2,1,I normally do not promote Kickstarter campaigns any longer. Too many burns in the coffee world. But this is an exce https://t.co/FSkqYoI23i
"Caldyra, an Illustrated fantasy novel.",kirileonard,2018/5/11 13:37,39,5,For #FF I want to direct you to @SHelmigh - a dedicated #mtg artist who has worked her butt off on an amazing proje https://t.co/r1vaGwH64f
Car Head-Up Display,CARmagazine,2018/5/20 10:45,8,4,"How head-up displays (HUD) work in cars

https://t.co/JXKNSj2Kwq https://t.co/o3sDK6nzxq"
"Cast of Characters, An Immersive Queer Portrait Exhibition",goldenpolaroid,2018/5/26 19:33,6,3,"Check out Cast of Characters, An Immersive Queer Portrait Exhibition by Liz Collins on @Kickstarter https://t.co/u9xiL7AtVO"
Castle von Loghan,bennetbieck,2018/5/21 7:10,2,3,To all #boardgame and #tabletop #fans: have a look at this #Amazing #Kickstarter #campaign ! A new #experience of https://t.co/Z38JIFH9Ih
Castle von Loghan,thedicebear,2018/5/13 20:00,3,2,"I love finding new #Kickstarter #tabletopgames &amp; #boardgames
including:
Sagas of Noggin the Nog
@JA_boardgames Cas https://t.co/1Q70Lytd0Q"
Castle von Loghan,DaveTaylor,2018/5/27 20:11,1,1,"Hey gamers! The Kickstarter campaign for the board game ""Castle von Loghan"" looks fun and 1-6 players gives you lot https://t.co/UZTCLL82PY"
Castle von Loghan,FailroadExpress,2018/5/15 1:37,0,1,"Played Castle von Loghan with Creator, Paul Toderas yesterday.  Ton of fun! @Kickstarter https://t.co/1Li6wVtcmO #boardgames #heros #story"
Castle von Loghan,tangled_towers,2018/5/26 16:33,1,1,"6 more days o go! Lots of stuff added! 

Please share this post! :)

https://t.co/QZoCdgsA1e https://t.co/QZoCdgsA1e"
CATastrophe Tarot Deck,generalcrozier,2018/5/15 23:44,5,3,"https://t.co/KO2t4FYpV5
reminder that im a part of this tarot card project. it's fully funded now but we are honest https://t.co/MoJGWt5mlz"
Charles Darwin Quote Prints,em__lou,2018/5/18 14:06,0,1,Check out these Charles Darwin Quote Prints on @Kickstarter Only a few early birds left! https://t.co/5EG6LcxYkG https://t.co/OujXYD7F3j
Chinese Zodiac (Constellation) Enamel Pin Series,LionintheTrees,2018/5/21 16:01,36,11,We're down to the final few days now! Thank you all so much for helping make this such a successful Kickstarter  https://t.co/KJc30qkpDM
CLRCASE,Modernvinyl,2018/5/18 14:36,12,6,"CLRCASE offers another vinyl display option
https://t.co/iEKwbUmBwK https://t.co/nN4BwKUH6x"
CLRCASE,artofrecords,2018/5/10 19:48,4,2,CLRCASE has been awarded the project we love badge by @kickstarter! Thanks to the #vinyl community for all of the https://t.co/IDdkC1VSK9
Cold Brew on Tap 2.0,ealbishri,2018/5/18 13:23,0,1,I just backed Cold Brew on Tap 2.0 - At-Home Cold Brewing System on @Kickstarter https://t.co/kGPc0xIXur
Cold Brew on Tap 2.0,MrShortFry,2018/5/7 16:25,2,1,So it's time for an upgrade. I just backed the @willoweverett_ Cold Brew on Tap 2.0 on @kickstarter. Looks like a m https://t.co/8cwib0x3o2
Coleco Evolved Mini Arcades,RobotechNews,2018/5/18 22:51,35,8,Coleco #Robotech Mini #Arcade #Kickstarter Fully Funded - https://t.co/VXpfFvYIJc #80s #anime #arcadegames https://t.co/XQmQv5eJdv
Coleco Evolved Mini Arcades,TooManyGames,2018/5/23 20:40,7,2,"Tabletop arcade machines are back! @ColecoVision_ is remaking these classic games, and they look sweet! Check out t https://t.co/WPRTfLAR2y"
Coleco Evolved Mini Arcades,TheAtariGamer,2018/5/14 21:28,6,1,I couldnt help myself and had to pledge for the #Robotech #Coleco mini #arcade on #Kickstarter ¤ª If all goes wel https://t.co/spZSUl6b2j
CollapseAndGo,mabelhood,2018/5/8 16:11,1,4,We've teamed up with @CollapseAndGo to give a something to one winner PLUS a teacher you nominate! Check it out her https://t.co/nXmzYb47wI
CollapseAndGo,IkosToys,2018/5/10 18:00,1,1,"Kids cups falling everywhere?
@CollapseAndGo might have a solution for that!
https://t.co/SG5aoaesNz
Support here: https://t.co/oQS78gLbe0"
COMBAR,DigitalTrends,2018/5/13 16:05,18,5,"The Combar heavy duty multi-tool is a @Leatherman on steroids. 
https://t.co/zzWBYrq6Pu"
Community Glass Studio,fluxstudiollc,2018/5/19 15:56,29,6,"Enjoy taking a moment with a whisky over Longs Peak.   
Support the launch of our community glass studio and get a https://t.co/VtQ6C0zq9G"
Community Launderette in Liverpool,kittyslaundry,2018/5/28 21:01,9,7,Attila Olah of @Altarpottery created a series of beautifully crafted tiles for our #Kickstarter in his L8 studio. https://t.co/HpsNgHii6S
Con Before the Storm 2018,shawno,2018/5/29 1:37,1,1,Made a pledge to @ConBeforeStorm's Kickstarter campaign because this is a no-brainer: https://t.co/3QBzr7jzoH
Confrontation  Classic The legendary skirmish game,MatericLook,2018/5/16 3:16,0,1,"classic #miniatures from #Confrontation #wargame are back!
complete collection is limited to 2000, on #kickstarter https://t.co/59yDUNdv3b"
Cosmic Run,Kipel7,2018/5/29 4:21,0,1,"Lets make this bigger and better! This game will be fun! Give it a look! Cosmic Run: Regeneration
#BoardGames https://t.co/WuaeBCgb0Q"
Creatures of Vathis,StarcalledStudi,2018/5/27 15:59,8,4,"Creatures of Vathis, creatures for 5e and Pathfinder! Use them in our world or yours.  Now on Kickstarter: https://t.co/HZqzZg0URv"
Creatures of Vathis,ashessocks,2018/5/27 16:18,4,1,I had the opportunity to chat with Dave from Nerdarchy about Creatures of Vathis! Thank you for adding us to this l https://t.co/ESyqfb8cJN
Crisis at Steamfall,BDGTom,2018/5/14 15:02,6,2,"Crisis at Steamfall Kickstarter campaign is now live!
https://t.co/KiwD6xKhKc"
Crisis at Steamfall,JLC613Mitz,2018/5/22 10:13,1,1,Check out this amazing #boardgame #giveaway courtesy of @boardgamerev: https://t.co/qzDHwJdgJc
Crisis at Steamfall,koolaid5922,2018/5/22 7:32,0,1,I entered to win #CrisisAtSteamfall thanks to @BDGTom @TryRollingSolo | #BoardGames #BoardGame #SoloBoardGames https://t.co/5RURy7VBPh
Crisis at Steamfall,MartinLenkie,2018/5/22 9:01,0,1,I entered to win #CrisisAtSteamfall thanks to @BDGTom @TryRollingSolo | #BoardGames #BoardGame #SoloBoardGames https://t.co/CBtICxSX1A
Crisis at Steamfall,TabletopPolish,2018/5/14 17:08,3,1,Once again for the Americans. Back Crisis at Steamfall! It's a great game! It's also my first chance as an editor a https://t.co/C6TMsIqKb5
CrowPi,richardjwaters,2018/5/15 11:34,1,2,"CrowPi: the Raspberry Pi Educational Hacker Kit - https://t.co/YQDTAhmcfU

#maker #diy #learning #electronics https://t.co/TqyFWf91ZC"
CrowPi,Domotique34,2018/5/15 7:50,0,1,"CrowPi- A Raspberry Pi Kit to Learn Computer Science, Programming, andElectronics https://t.co/ixbXB043FI https://t.co/igxxQDIkjp"
CrowPi,ElectronicsLab,2018/5/15 7:44,0,1,"CrowPi- A Raspberry Pi Kit to Learn Computer Science, Programming, andElectronics https://t.co/SjEgsAncIk https://t.co/JHHfSIygKc"
CrowPi,Hapy_One,2018/5/15 7:44,1,1,"CrowPi- A Raspberry Pi Kit to Learn Computer Science, Programming, andElectronics https://t.co/om5afX8ycb https://t.co/bv5d6iG4bt"
CrowPi,pedrilli,2018/5/15 6:35,0,1,CrowPi Teaches Coding and Electronics Using a Raspberry Pi - PCMag https://t.co/FFz8sVYpJK
Crusader Kings The Board Game,BoardGameAcad,2018/5/27 4:00,0,1,Check out  The Crusader Kings board game brings the medieval soap opera to your tabletop https://t.co/E5LSOxsq4h #boardgames #tabletop
Crusader Kings The Board Game,StellarisGame,2018/5/27 14:10,71,1,"A daring plot unravels. Will the Blorg Body pillows make it into @CrusaderKings board game!? :O

BTW. You should to https://t.co/8VVbX3fdzD"
Crusader Kings The Board Game,tgn_news,2018/5/21 20:04,4,1,"Crusader Kings Board Game Up On Kickstarter: While nowadays, it seems like everything is moving from the analog wor https://t.co/Zec9bjCXJ7"
Cthulhu Cardnomicon Playing Cards Deck USPCC Bicycle,Noomoid,2018/5/9 20:54,1,1,Check out Cthulhu Cardnomicon Playing Cards Deck USPCC Bicycle by Ace Collectable Cards on @Kickstarter https://t.co/GidKI8fnbO
Cubeamajigs,EthanFleischer,2018/5/28 23:59,19,2,Beta report on @cardamajigss Cubeamajigs boxes number one: Assembling the boxes has proved to be irresistible to 1 https://t.co/v4HQ0iQ5XI
Cubeamajigs,AlexisJanson,2018/5/19 20:12,15,1,Ooooooooooooh boy it's cubeamajigs from @cardamajigs I don't have time to give these a full test and review right https://t.co/rqZlW4OYcN
Cubeamajigs,EoT_Impulse,2018/5/27 2:55,3,1,"I was a little confused about the Cubeamajigs that @cardamajigs is putting out, but then I realized that they're th https://t.co/Na9kYWziIw"
Cubeamajigs,propsofprophecy,2018/5/13 22:59,4,1,"30k! Dr. Jigs does it again. Keep killing it @cardamajigs 
https://t.co/R3UREZZ4d3"
Cubeamajigs,VorthosMike,2018/5/21 16:57,2,1,"Jigs with his new Cubeamajigs product:
https://t.co/qeyssVw820"
CubeYourLife,Cube_your_Life,2018/5/15 22:14,0,1,D-2! Let's Cube the World ! pisode I : Paris. Some play with the Cube. Some don't. https://t.co/7AH3z9FsRx   pr https://t.co/yhA2WK7bhs
Cue Wireless,Kickstartech,2018/5/14 8:14,0,1,Cue Wireless | HD sound quality with cutting edge tech https://t.co/LJK7MphyOx
Custom Hand-Painted Shoes,boredbyyou_zzz,2018/5/15 12:49,0,1,DM of your looking for a custom pair of hand painted shoes too!! I LOVE making these and would absolutely love to m https://t.co/OIu0gvDAJC
