keywords,User,Time,Favorite count,retweets,Text
99 Bitcoins and an Elephant,AndyXJenkins,2018/5/21 8:25,0,1,I just backed 99 Bitcoins and an Elephant: Sci-fi for young girls and boys on @Kickstarter https://t.co/thh2jxs9bg https://t.co/juuuUap8vA
Annabelle & Aiden,AnnabelleNAiden,2018/5/15 22:16,0,1,.@A2ZHomeschool We think you'll dig our science-based children's picture book series; our newest title https://t.co/3eV2ZnBJUT
In Strange Daylight,AnotherIdolBot,2018/5/21 7:30,23,3,"abe nana, white rabbit
artist: kara

https://t.co/Xf9R6qfcvw
an idea took shape in my mind which no one had ever th https://t.co/khKPbmDc1X"
Visions of Whence,ArtByEmilyHare,2018/6/3 12:09,21,1,I just backed Visions of Whence on @Kickstarter https://t.co/oarkeV5sXZ It's SO SO beautiful!
Ladies of the Months Coloring Book by Angela R. Sasser,artbyRena,2018/5/21 23:43,1,1,"Ladies of the Months Coloring Book by Angela R. Sasser, via @Kickstarter https://t.co/e2COW1JG5n"
The Visual Facilitation Field Guide,atassani,2018/5/24 10:11,6,1,"You can still back ""The Visual Facilitation Field Guide"" book, with content from @loosetooth and @rohdesign, among https://t.co/JopAa6TutN"
EOS 10 Season Three,AtriusEndures,2018/5/10 18:31,5,1,"Is this the real life @its_eos10?  EOS10 Kickstarter for... SEASON 3!?!?!

https://t.co/nBEMXaYIDS"
Timeshift,B_Crilly,2018/5/28 17:05,8,4,Like time travel stories? TIMESHIFT: TALES OF TIME from editor Eric S Fomley is on Kickstarter right now! Features https://t.co/5ZhmvOzCxB
Reissuing Isaac Newtons Opticks,BadAstronomer,2018/5/31 20:18,28,3,"Yeah, this parts cool too. A replica of Newtons work notebook! 

https://t.co/jYTncDIl13 https://t.co/gCLAhTntFi"
Edge of History,Bayo1000,2018/5/22 9:25,2,1,"Sanding @ D Edge of History.
Pics of Osun pp, Monday, shows feeling, yet @191 days 2 end govt. @raufaregbesola https://t.co/BxtiY8FZzN"
We Shall Be Monsters,Beatrice_Elaine,2018/6/3 21:40,5,3,We Shall Be Monsters https://t.co/6KotW7gDSe
"Gender, Archives, Advocacy",birdnfox,2018/5/31 20:55,3,2,"Hey friends, I just backed what I consider a very worthy initiative: 'Gender, Archives, Advocacy: Research Essay by https://t.co/5IMb39UY8C"
Rage Create,bjmgraphics,2018/5/22 12:06,1,1,Companies are people too and customers are not always right. Mob rage at a company is a terrible way to honor disab https://t.co/yTVrhbDvxp
The Orphic Hymns Grimoire,Blueflamemagick,2018/5/28 4:04,7,3,A friend of mine is doing a new set of translations for the Orphic Hymn Grimoire. https://t.co/EFhHOGUDyZ It looks https://t.co/8oKNOzqfYO
Return to the Hollow Earth,BoingBoing,2018/5/10 2:03,3,3,"Support @rudytheelder's Kickstarter for his new book ""Return to the Hollow Earth."" https://t.co/pHD3uAh91a https://t.co/dIsrcZm8xj"
Fantastic Fantasies,Booktrust,2018/5/22 12:25,2,3,"If you've been following our #WhatToReadAfter Horrid Henry chat, you might be interested in trying some of https://t.co/WGLcSwnS4r"
YA Fantasy Novel,BookTweepz,2018/6/5 3:40,0,1,"""5â­ A beautifully written fantasy story.""
""5â­ Well-written, amazing storytelling, great characters.""

  Looking fo https://t.co/MDyBFL1ylq"
Where are my shoes?,Brandon_Nocaute,2018/5/20 22:27,14,1,"Me to my 2 year old: Valerie where are your shoes?

*Put hands on hips

*Paces back and forth

*Taps chin

Valerie: I cant find it."
PATCH & TWEAK,BruceLevenstein,2018/5/14 21:17,5,1,"Patch &amp; Tweak

Chapter 1: Getting Started With Modular Synthesis

Before you get started with modu"
A Pound of Kindness,C2CMovie,2018/5/11 13:50,2,2,This is just good! https://t.co/Ie7an517cp https://t.co/zNxIvLXUpB
Diana Wynne Jones 2019,calmgrove,2018/5/19 17:35,2,2,"Oooh, a #DianaWynneJones conference in the planning for 2019 in #Bristol! I'd love to attend that: fancy helping to https://t.co/J3mrSu0H95"
Visions of Whence,CandlemonkeyH,2018/6/2 21:49,1,1,"I just backed Cory Godbey's artbook ""Visions of Whence"" on @Kickstarter!  So beautiful!
 https://t.co/A0l6nehKUk"
The Adventures of Laila & Ahmed in Syria,carmencita13,2018/5/29 21:00,3,1,Please consider supporting this awesome project by @nushinalloo https://t.co/tCkyw3Gut7
Release the Virgins,ceciliatan,2018/5/24 20:45,2,1,"Did you hear I'm going to be in a book called RELEASE THE VIRGINS? You heard right. That is, if the Kickstarter fun https://t.co/dDr0wCidAh"
IrRational Music by Elliott Sharp,centrodarte,2018/5/9 9:03,2,1,"Composer, multi-instrumentalist, traveller and raconteur: looking forward to this new book by the one and only https://t.co/0CqirDDJiD"
I Pity the Dolls,cEvinKey,2018/5/21 22:45,11,3,help out my friend Greg and his Mr T collection book ! https://t.co/OibWJzoLZe
Annabelle & Aiden,chadhayesmd,2018/5/15 16:14,4,2,"Check out the latest episode of @ParSciPod, then jump over to the @AnnabelleNAiden Kickstarter page to get a copy o https://t.co/ybOKN31eGq"
Shakespeare for babies,chellenator,2018/5/9 21:01,1,1,Check out Shakespeare for babies: real literature to read on a lap by Erin Nelsen Parekh on @Kickstarter https://t.co/qJCaKj5CfG
Laura's Greetings,chinnky,2018/5/10 18:39,1,1,"@MicciLaura Calvary greetings Sister Laura, Pastor said I should remind you that you're leading tomorrow's choir practice. Remain blessed."
EOS 10 Season Three,Chisuto,2018/5/9 14:09,8,3,I just backed @eos_10 Season Three on @Kickstarter because it was the first podcast I ever listened to - it holds a https://t.co/vyvCb3jTdJ
SCIFI novel,CircleofBooks,2018/6/5 5:26,0,1,"* #scifi #dystopian #IARTG #ASMSG
RAVAGED LAND - A POST-APOCALYPTIC NOVEL
@KelleeLGreene
https://t.co/Ad2IapVs8c https://t.co/uHOR0GkOkW"
Ursula K. Le Guin,citizenkahn,2018/6/5 3:39,0,1,"Philip K. Dick &amp; Ursula Le Guin went to high school together?!? #scifi 

https://t.co/XVDykzmv7y"
Little Bear and His Chair,ClaressaSwensen,2018/5/7 3:54,1,1,"Little Bear and His Chair has been chosen by Kickstarter as a Project We Love!¤ï If you havent already, please c https://t.co/fV6okazy5R"
The Agora Letters,ClayBoutwell,2018/5/14 15:02,2,1,11 More days! Join the 52 others and pre-order The Agora Letters Vol 2 with Clay's Kickstarter campaign https://t.co/HpkzcfTK2Y #Kickstarter
Publishing SCIFI novel,CloakedPress,2018/5/22 14:11,1,3,Help push our #Kickstarter campaign even higher and there is a special treat in the design stages. https://t.co/NFoxov0aVS
The MeeTwo 'Mental Help' Handbook For Teenagers,CloudBusiness9,2018/5/21 6:49,4,4,This is a fab initiative that can transform life chances. C-Learning is proud to support. Check out The MeeTwo 'Men https://t.co/epxlJoyfxa
The Visual Facilitation Field Guide,common_clarity,2018/5/25 1:14,4,1,50 co-authors contributed to The Visual Facilitation Field Guide - lots of gems in there! The kickstarter campaign https://t.co/GpMstkokqJ
Cosplay Deviants 2019 Wall Calendar,CosplayDeviants,2018/6/4 20:56,46,10,"Only 12 days left to back, and pre-order your signature edition of the https://t.co/yVJRLXZj08 2019 Wall Calendar. https://t.co/yLXGImwgHu"
The Ravens of Carrid Tower,crowdfundingpr_,2018/5/10 7:53,1,1,"Game of Thrones fans will love this new fantasy series. The Ravens of Carrid Tower, #Kickstarter campaign LIVE NOW! https://t.co/kmCOih9Pys"
"Gender, Archives, Advocacy",cruel_diagonals,2018/5/31 19:47,10,7,Reminder that I'm raising funds for this research project for better representation of non-men in music collections https://t.co/WFH5cEXJjY
Lesbian Romance Short Stories,cw1985,2018/5/26 9:15,4,3,Three short stories of lesbian erotic romance. No Boys Allowed: https://t.co/VjYcQtBz1a #erotica #romance #lesbian https://t.co/TIHQsJSi7H
A Pound of Kindness,D3DreamAndDo,2018/5/11 18:52,1,1,I liked a @YouTube video https://t.co/XXeSAGAhZ2 A Pound of Kindness - Children's Book Promo - Coming 2018
The Haunted Zoo,daizycooperxxx,2018/5/22 15:38,24,1,"Me and @emilyblaccxxx went to the haunted abandoned zoo last night, my phone would barely take photos and her phone https://t.co/eBl5pozfrf"
Guide de survie alimentaire aux Etats-Unis,Dame_Cacao,2018/6/1 15:29,2,1,I just backed Guide de survie alimentaire aux Etats-Unis on @Kickstarter-- go support @37Chocolates in the 3rd prin https://t.co/pfJFXFqs44
Dragon Colouring Book,datafaucet,2018/5/25 20:16,4,3,Dragon Colouring Book - 52 Pages - from Simon Birks @bluefoxcomics https://t.co/Ea7cHxNHUE
2 Many Parakeets,DavidWentNomad,2018/6/2 7:28,2,2,"What an amazing children's book @raytoons

https://t.co/86lcWC1m4W

#kickstarter"
We Shall Be Monsters,DcanDivaCreates,2018/5/26 20:38,7,1,"In honour of the upcoming We Shall Be Monsters anthology, and his love for bunnies, I made @DNewmanStille this Fran https://t.co/97ycTN4V0m"
Fanciful Ridiculousness ,dcooneyart,2018/5/13 17:53,1,1,I just backed Fanciful Ridiculousness : The Art of J.M. Dragunas on @Kickstarter https://t.co/WZoIgxjIFI @JMDragunas work is fantastic!
100 Things Phish,DeadPhishOrch,2018/5/10 18:59,6,2,"So stoked for our June 1 show @brooklynbowl Book Release Party for ""100 Things Phish Fans Should Know &amp; Do Before T https://t.co/4QV3tQzNEU"
Freya's Friends,dehmohnic,2018/6/2 3:01,0,3,"@englishrpers @smutpromos @freelancerpers 

hello! im freya and im looking for some friends or someone to plot wi https://t.co/uYXfXxIhSh"
We Shall Be Monsters,DNewmanStille,2018/6/4 18:36,1,1,And here is the link to the We Shall Be Monsters Kickstarter for all of you Frankenfans out there ;) https://t.co/wBvpqH1bIZ
Unlocking the Magic,druid_cat,2018/5/21 7:28,2,1,"Ive backed this: 
Unlocking the Magic: A Fantasy Anthology

 https://t.co/1iDAiON7hH, via Kickstarter"
Skelekin,dylandoodles,2018/5/13 21:17,1,1,happy #mothersday 2 all! what better moms day gift than the gift of a #childrensbook &amp; a lively #hallween themed https://t.co/t2YSv6qbxi
Remembering Pete the Poet,ericabuist,2018/5/11 16:28,5,2,"You don't know Pete the poet, and neither did I. By the time I got to @WellstoneCenter he was gone. But his poems a https://t.co/mIlNlRwZmS"
ZZap! 64 Annual 2019,EverythingC64,2018/5/14 15:24,4,3,ZZAP! 64 Annual 2019 - Kickstarter live- Read more @ https://t.co/njFUGoNX7Z #Commodore64 #C64 #RetroGaming
If I Had Eleven Toes,Fatima_Gemini,2018/5/14 17:26,4,2,"Mothers Day Special Episode with Jill D. Clark, Author of If I Had Eleven Toes, that gives you a glimpse into th https://t.co/q968qFAEHx"
Pit Bull Flower Power,featureshoot,2018/5/13 16:10,19,5,The photographer Sophie Gamand (@sophiegamand) is currently hosting a Kickstarter campaign for 'Pit Bull Flower Pow https://t.co/lD6XRQhHpn
The Gods Are Bastards,Forgetful_Bacon,2018/5/12 5:44,24,2,"""All humans have the capacity to be evil, petty, vindictive bastards."" He rasped. ""But the fact that humans go out https://t.co/03Rd0jWJ3r"
100 Things Phish,Formula5Music,2018/5/14 19:55,6,4,"Join us @SkinnyPancake in Burlington, VT on June 22nd for the book release of 100 Things A Phish Fan Should Know A https://t.co/KDpBlzZkym"
Museum of Errant Critters vol. 1,fran_wilde,2018/5/15 18:15,5,5,"With &lt; 70 hours to go, The Museum of Errant Critters postcard @kickstarter has only 1 Emeritus Level reward left! G https://t.co/hMGSE3CxIN"
Don't Just Send a Resume,fyeahmfabello,2018/6/4 19:10,10,1,@jackquemi Pro tip: Send them your resume with an open invitation response that says youd love to work with them. https://t.co/g0iMcHUqV7
Molecularis,GadgetFlow,2018/5/17 23:00,2,3,"Molecularis Animated Coloring #FlipBook https://t.co/z6o1YiVddm This unique flip book combines coloring, animation https://t.co/I6o7F5o9Uh"
Rock-a-Bye Cthulhu,GavThorpeCreate,2018/6/4 21:00,18,4,"I know I have a good number of followers thatll be interested in this. Cthulhu mythos nursery rhyme book! 
https://t.co/T7Y4ReIQfz"
RARE ART NOUVEAU Austria mystical illustration CZESCHKA book,GeorgeSocially,2018/5/27 8:46,1,1,"RARE ART NOUVEAU Austria mystical illustration CZESCHKA book

 https://t.co/Yptrraifjw, via Kickstarter"
Little Bear and His Chair,ginger_mom17,2018/5/24 8:44,2,1,Check out Little Bear and His Chair - Children's Book by @ClaressaSwensen  on @Kickstarter https://t.co/QrGeRiaYTb
True Trans Bike Rebel,glassbottommeg,2018/6/4 20:20,6,1,"How is this not the cover art for a comic about a trans biker cat.

If we like, super over-fund it, can... we... so https://t.co/fI2VvbxzRR"
I Pity the Dolls,gregmishka,2018/5/21 16:32,4,1,Its @MrT Birthday! The perfect day to buy a book featuring the largest collection of homemade #MRT dolls in the wor https://t.co/SqqmvEMUJ8
Pit Bull Flower Power,grumpyvegan,2018/5/12 17:55,3,1,Join me in pledging support for this excellent project: The Pit Bull Flower Power Book that celebrates and saves th https://t.co/qjbmY2dsRg
Gus Dorais,gusdoraisbook,2018/5/20 14:06,4,1,"Dorais graduated from Notre Dame with a Law degree in 1914. He intended to head west and practice law. However, his https://t.co/HX2QTxlppN"
Understanding Book Publication Contracts,Guy_A_Rub,2018/5/28 17:01,7,1,I just supported @Auths_Alliance's kickstarter campaign to create a new educational book and inform authors of thei https://t.co/QsEpBdGC2V
The Cremation of Sam McGee,HalpernAlex,2018/5/31 2:12,12,1,"The only good poems are:

The Cremation of Sam McGee, by Robert Service

Company, by Raymond Carver

Crossing the B https://t.co/fhjCfis5XR"
Bears Want to Kill You,harryallen,2018/5/15 16:43,2,1,"TWO DAYS LEFT!! Support this @kickstarter before bears find out, because, as this graphic image shows, *Bears Want https://t.co/bqsv8lq3Nw"
Savage Impressions,highway_62,2018/5/15 14:49,2,2,"This is a project that I am super-hyped to be a small part of via Kickstarter backing:

https://t.co/fpCm5RU5mv? https://t.co/vJSFiNu7BH"
"Maiden, Mother, and Crone",HopeLNicholson,2018/6/4 18:29,3,1,"I'm very proud of @GwenBenaway Of course for her work in vulnerable writing. But also, her very first Kickstarter k https://t.co/SW1rNbClA8"
A Pound of Kindness,HumanBeanHeals,2018/5/14 14:26,4,1,"What's your random act of kindness today? 

I gave my trolley token to a lady who didn't have a pound coin"
The Cremation of Sam McGee,ichray63,2018/5/30 1:09,1,1,"Where's the cable series based on ""The Cremation of Sam McGee"" we've been waiting for? #moilforgold"
Bears Want to Kill You,IMAO_,2018/5/14 17:47,7,4,There's only a couple days left to get on The Bears Want to Kill You and make sure it gets over 30k. If that doesn' https://t.co/BqHZ6BSAo7
YA Fantasy Novel,iMoGalore,2018/6/5 3:01,0,1,"The Unparalleled #Sorcery of a Sorceress Begins!
#KINDLE #BOOK
Legacy of Dolyn - Vol 1
by Amelia Guillem https://t.co/EF5VRU71n0"
The Cremation of Sam McGee,inventivesrise,2018/6/4 16:52,0,1,"Kyle, a member of our 2018 team, launched a @kickstarter for his illustrated book -The Cremation of Sam McGee. It i https://t.co/o4Lu8Y1Sye"
Unlocking the Magic,iotecglobal,2018/5/14 11:01,0,1,Unlocking the black box is key. That is where the magic happens but it can also hide a multitude of sins. https://t.co/dBzWx2TRtb
Pic Your Poem,izthete,2018/6/5 5:00,1,1,@shleyeden turnover-inspired poem! :) i checked out your playlists for inspiration hehe https://t.co/zjtv44LuhD
Spring's Calling,jaeminIuvr,2018/5/15 22:56,2,1,mark tuan calling me from young ks phone in spring 2017 https://t.co/8NmwQWIOa8
A Book for Kids about Improv for Life,james_irvs,2018/5/15 1:33,4,3,Check out A Book for Kids about Improv for Life by Damian Synadinos on @Kickstarter https://t.co/ICTJH9h3VF
The MeeTwo 'Mental Help' Handbook For Teenagers,JasonElsom,2018/5/21 20:42,1,1,"Proud to back this Kickstarter and encourage others to help it support our teenagers...

Check out The MeeTwo 'Ment https://t.co/zfonLjE0qJ"
100 Things Phish,jbolognino,2018/5/21 18:07,3,1,"For all the Heads out there, be sure support the homie @apsmithnyc on Kickstarter for his latest book, 100 things https://t.co/QF8cV504K3"
The Tumbleweed Thompson novel by Glenn McCarty!,jdaman79,2018/5/10 13:44,5,2,One more week to get in on The Tumbleweed Thompson novel by Glenn McCarty! by Glenn McCarty on @Kickstarter https://t.co/eaUYIRThVs
We Shall Be Monsters,JFGarrard,2018/5/20 23:35,1,1,We Shall Be Monsters #kickstarter is live! An #anthology of #shortstories from marginalized authors for the 200th a https://t.co/O3FwYn2Z1e
SCIFI novel,JhedronLuckspar,2018/6/5 5:46,0,1,our own world... Astrum by Faramond Frie #AmWriting #SciFi #Steampunk #novel #Poetry https://t.co/fGE636SZWc
Your First Football Shirt by Football Shirt Collective,jmawhite,2018/5/11 2:30,2,1,I just backed Your First Football Shirt by Football Shirt Collective on @Kickstarter https://t.co/xtxrQkSqOT
In Search of Sisu,jojojeje,2018/5/13 19:25,2,1,"I just backed In Search of Sisu, a book about an ambitious dream, adventure and overcoming adversity to become the https://t.co/WEvG5FQXAk"
Unlocking the Magic,jordan_long95,2018/5/16 1:25,1,1,"And so, our journey comes to an end. But yours continues on. Grab hold of your dreams and make them come true. For https://t.co/S8hrmHNlzC"
Outlier Kanji Dictionary,JorgeBucaran,2018/5/29 4:26,2,1, I just backed the Outlier Kanji Dictionary on @Kickstarter https://t.co/ak7p5NNfZC. This is a huge add-on for th https://t.co/1HqeP7wHVW
A Pound of Kindness,joygraceharmony,2018/5/11 17:03,1,1,I just backed A Pound of Kindness - Children's Book on @Kickstarter https://t.co/2aohHGs2FR
In Strange Daylight,justplainloco,2018/5/19 17:02,0,2,@zooanimalspics It seems strange to see a bats that are awake in the daylight. I seem to associate them with dark caves.
Thoughts No Mother Should Have,KAtBlasingame,2018/5/12 15:43,3,1,"@frankwangus Absolutely love this heart-filled story. 
Happy Mother's Day to we who often mull over our ""Mom mistak https://t.co/plp6cmq4Un"
The Kings of England,KathleenHarrym1,2018/5/15 18:55,3,8,"#RT #TheKingsGreatestEnemy by @abelfrageauthor
Into #medieval upheaval? 
Gallop off with my loyal knight and experi https://t.co/DA4vkZWDOZ"
Adventures in the Arcane,KathyHolzapfel,2018/5/21 15:52,6,3,4 days left to join this @kickstarter! Meet the creators:  @markbosswriter Adventures in the Arcane #Cthulhu Editio https://t.co/ZrTkTPYBOg
Fianna's Awakening,KatrinaHaffner,2018/5/22 12:20,0,1,"There's only a limited amount of time to back and pre-order from the ""Fianna's Awakening"" @kickstarter - for those https://t.co/q9Dc37JSpS"
In Strange Daylight,KAy_TIEmyshoes,2018/5/18 22:10,46,1,Being hammered in daylight is soon strange
The Agora Letters,KerryJDonovan,2018/5/15 22:44,0,1,Help the Agora mysteries get funded with Kickstarter https://t.co/SOMZ8toDoH @clayboutwell
The MeeTwo 'Mental Help' Handbook For Teenagers,kerstyncomley,2018/5/25 18:57,0,1,It's more nerve wracking than bidding for a tea cosy on Ebay. We only need Â£681 more to be able to publish the MeeT https://t.co/Ot6Tkn3AKV
The Adventures of Laila & Ahmed in Syria,KindaHibrawi,2018/5/18 17:23,5,1,Theres more to #Syria than what you see on the news. Check out this beautiful childrens book by my talented frien https://t.co/JUCyfgxxf2
"Caldyra, an Illustrated fantasy novel.",kirileonard,2018/5/11 13:37,39,5,For #FF I want to direct you to @SHelmigh - a dedicated #mtg artist who has worked her butt off on an amazing proje https://t.co/r1vaGwH64f
Release the Virgins,KRADeC,2018/5/22 3:21,3,2,"RELEASE THE VIRGINS!

Go ye forth and support this @kickstarter for a wonderful new anthology ed. by @MikeVentrella https://t.co/UHvTgUb2lT"
Reissuing Isaac Newtons Opticks,KroneckerWallis,2018/6/2 19:19,3,1,Just 4 days left of our Kickstarter campaign to reissue Newton's Opticks. Get your copy now! We have added Newton's https://t.co/VWDbCXWAqg
Pidgeonary- a pigeon appreciation zine,KVhittlkov,2018/6/3 20:44,1,1,Prototype enamel pin designs for my unlocked #Kickstarter stretchgoal! The campaign for Pidgeonary still has 3 days https://t.co/sk1FpOrLHw
Yoke and Abundance,kzbcresiliency,2018/5/21 0:58,0,1,"Self Care Sunday: Cultivate a Relationship https://t.co/b1Q4kIESF7 

#OtherPeopleMatter #KzBCResiliencyProject https://t.co/nSFNyqC3aU"
Your First Football Shirt by Football Shirt Collective,labwam,2018/5/11 8:54,1,1,I just backed Your First Football Shirt by Football Shirt Collective on @Kickstarter https://t.co/sahJ6isdcr
Your First Football Shirt by Football Shirt Collective,leebrown_photo,2018/5/10 6:38,2,1,I just backed Your First Football Shirt by Football Shirt Collective on @Kickstarter https://t.co/RW5kcvBu4z
THE MONSTER ATLAS,Lethargic_Lad,2018/6/4 1:30,3,2,Taku-He is a violent and dangerous Bigfoot responsible for animal mutilations and missing people's deaths in https://t.co/pseH7Z1DiF
True Trans Bike Rebel,littleozemari,2018/6/1 18:36,3,1,I just backed True Trans Bike Rebel!! Can't wait to read it &lt;3 &lt;3 : Taking the Lane #15 on @Kickstarter https://t.co/I9vcgeGWHy @Microcosmmm
"Maiden, Mother, and Crone",lizardqueen137,2018/6/5 1:03,1,1,"SO EXCITE // I just backed Maiden, Mother, and Crone: Fantastical Trans Femmes on @Kickstarter https://t.co/BIVQ2EFDjf"
Sea Together Magazine,looseuterus,2018/5/6 23:56,2,1,"helloooo, if you are a woman surfer or at all interested in stories told by women surfers 4 women surfers, sea toge https://t.co/duXwESdnRS"
Unlocking the Magic,LosingLara,2018/5/11 21:38,0,1,ONLY 19 DAYS TO GO!  67% FUNDED!  If you haven't checked out my friend's kickstarter yet you should NOW!  A fantasy https://t.co/MRY2oxRREQ
Yellow Lotus Flower,LovelyStarMaker,2018/5/12 5:44,20,9,"Rest in red upon our purple bed 
A lotus flower of night 
Be spoken softly in subtle blue
Yellow willows inside 
Cr https://t.co/px70Zmpoca"
The Future of Books is Female,LucyScholes,2018/6/3 8:38,6,1,"Fully funded--hooray!--but since there's still 9 days to go, do pledge if you haven't already. It all helps balance https://t.co/fnxCcQtTLo"
True Trans Bike Rebel,LydiaRogue,2018/6/2 1:44,3,1,Soared past 2k today! What a great way to kick off #PrideMonth Support trans and nonbinary writers by taking a look https://t.co/h856WXhKbJ
Little Bear and His Chair,LynnWorton,2018/5/9 20:43,0,1,Check out Little Bear and His Chair - Children's Book by Claressa Swensen on @Kickstarter https://t.co/pUJyXNE2F6
The Adventures of Laila & Ahmed in Syria,mactavish,2018/5/15 20:51,0,1,"https://t.co/AYvVxdYbyp

Open kids' eyes to the beauty of Syria"
RARE ART NOUVEAU Austria mystical illustration CZESCHKA book,malpertuis,2018/6/3 21:43,2,2,RARE ART NOUVEAU Austria mystical illustration CZESCHKA book is popular on @Kickstarter! https://t.co/Iez1itKLQX
Where are my shoes?,mashup_coub,2018/5/21 9:26,2,3,Where's my shirt ? where are my shoes ? @Evgentuz821 @coub https://t.co/5h3nIQhfBK
A Pound of Kindness,mattfaulisi,2018/5/20 2:02,3,2,So a friend of mine is writing a childrens book and its a pretty amazing story with some great art to boot. Cant https://t.co/UJwTd9WL9t
A Light Extinguished,MattVerderame,2018/6/4 23:29,6,1,"Dwight Clark is gone, but his shining moment will be a light to his memory that can't be extinguished https://t.co/Lq8zGaX2Yb"
The Visual Facilitation Field Guide,MiaLiljeberg,2018/5/21 8:23,3,1,How to increase engagement in workshops and meetings to create sustainable results? Pre-order the Visual Facilitato https://t.co/jcgEjXiXrK
The Adventures of Laila & Ahmed in Syria,mmbilal,2018/5/16 0:00,5,1,The Adventures of Laila &amp; Ahmed in Syria: A tribute to Syria https://t.co/hZ2xKEbddc My talented friend https://t.co/ZQrXdQgoXO
The Paintings of The Mincing Mockingbird Art Book,mmockingbird,2018/5/21 21:55,27,5,Kickstarter final days! Look what you get for backing the book: https://t.co/I3Ms0wZaFp https://t.co/1yz0TI3D8g
A Light Extinguished,Mocha_Soul,2018/5/21 14:28,2,1,"Fought for democracy, founded a health service for all and fiercely continued to defend it from those who would (an https://t.co/ZZW1zqoNqB"
Understanding Book Publication Contracts,mollysvh,2018/5/28 19:20,4,1,Thanks @creativecommons community and other friends of author empowerment! The @Auths_Allance kickstarter is 2/3 to https://t.co/FdeLf9Vfqh
The Art of Mark Schultz,MOWheatley,2018/5/25 21:15,4,1,"My old friend, Mark Schultz, probably needs no introduction here. But he is an amazing artist, and he has a new boo https://t.co/pjQhj7b06h"
Mrs. Ashbury Loves her Students,MrsAshburysWorl,2018/5/28 8:25,1,2,We are honored to tell Nathans story in Mrs. Ashburys Hero a story of #bravery &amp; #strength. What does Nathan sa https://t.co/cxSrB6U9mc
The Orphic Hymns Grimoire,nametoobasque,2018/6/4 19:35,2,2,Check out The Orphic Hymns Grimoire by Sara L. Mastros on @Kickstarter https://t.co/D2RkBv1FGf
The Adventures of Laila & Ahmed in Syria,natsecdalton,2018/6/1 1:37,1,1,I just backed The Adventures of Laila &amp; Ahmed in Syria: A tribute to Syria on @Kickstarter https://t.co/MflvHZPBV7 h/t @HijabShah
